Num_Occupants,House_Area (sqft),Appliance_Score,Connected_Load(kw),Temperature_C,Humidity (%),Expected_Energy(kwh),Actual_Energy(kwh),Usage_Deviation(%),Cluster_Avg_Energy(kwh),Abnormal_Usage,Month,Year,Region_Code_IN_KL_ALP,Region_Code_IN_KL_ERN,Region_Code_IN_KL_TVM,Dwelling_Type_Apartment,Dwelling_Type_Independent House,Dwelling_Type_Villa
6,-1.5466894081990217,10,1.633301734437703,2.28324587499314,0.4034034636395537,2.0871104608988857,2.2100711703974163,0.7761051034331695,-0.33172097132113165,1,1,2023,0,1,0,1,0,0
6,-0.4324855706754347,7,0.029443587619127045,-0.4319080445869074,-0.07263760038114746,0.015473765654888894,-0.23979759975749435,-0.3244568879185512,-0.9922716148503031,0,1,2023,0,1,0,0,0,1
4,1.1039577439325026,7,-1.7748968275517716,0.7753836429016369,1.3589666963538685,-1.1404646928678122,-1.3591746734172983,-1.0084996381138647,-0.33172097132113165,1,1,2023,0,1,0,1,0,0
3,-0.9620501322360748,13,1.212935687892512,-0.6949072711144952,-0.0004046784182258373,-0.015861915449642106,-0.18249160622542235,-0.28767240542570166,0.22874624137029173,1,1,2023,0,0,1,0,1,0
1,-1.4040600196186892,14,1.180599838158266,0.6476411614453805,1.7305746201872125,-0.23869342552630754,-0.8873553266699065,-0.9657701887534837,-0.6119545776668434,0,1,2023,1,0,0,1,0,0
1,-1.2967349351423996,12,-1.2251873820695982,0.6551554250604548,-1.0760660223480005,-1.499084154397445,-1.2541136852751664,-0.5355032117159102,2.110314741120058,1,1,2023,1,0,0,0,1,0
4,-0.04978691418761207,19,1.3810821065105885,1.561876567946042,-0.37897481159739427,2.0488112951044593,0.13078115841656993,-1.0634905816385285,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
5,-0.8773198023863724,7,-0.06109679163676069,0.392156198532867,0.4643227954155121,-0.13424115517787047,-0.4652011743169773,-0.4979756083646193,-0.6119545776668434,0,1,2023,1,0,0,1,0,0
4,1.4555886128087678,21,-1.7296266379238276,1.8399043217037774,-0.5434570073924812,1.0391060150695703,0.20145855043945873,-0.4901728393509846,-0.9922716148503031,0,1,2023,0,1,0,0,0,1
2,1.2098706562446306,18,0.8119711511878679,-0.39934623558825394,-1.67307547375239,0.14777997476290852,1.867218908884991,2.10926392347705,-0.33172097132113165,1,1,2023,0,1,0,1,0,0
2,0.3653917020759298,21,0.5985545429418476,-0.12382323636887607,0.13622867999356533,0.5203264056723333,0.03336096941204814,-0.35083767839322116,0.9693636295696716,0,1,2023,0,0,1,1,0,0
1,-1.0976186599955988,21,0.19112283629035448,0.284451753383474,0.026573882796841527,0.11296255131343033,1.4343092612743826,1.6266069259193576,-0.6119545776668434,1,1,2023,1,0,0,1,0,0
2,0.509433262820424,13,0.456276804111167,1.5643813224844012,-0.040437382156712054,-0.015861915449642106,-0.18249160622542235,-0.7915083474489744,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
5,1.232465410871218,17,1.1611983283177192,0.7428218339029843,-1.0386441471141976,1.7633084228187317,0.36764593168246734,-0.7153384594587303,-0.33172097132113165,0,1,2023,0,1,0,1,0,0
5,1.3609730778099334,13,-0.06109679163676069,0.34707061684242346,1.4433834846719817,0.5969247372611879,-0.06596941937687634,-0.5106086629581232,-0.9922716148503031,0,1,2023,0,1,0,0,0,1
5,0.07307206409445645,11,1.180599838158266,-1.4037528054698023,-1.5877884092660488,0.20696959462702333,-0.18249160622542235,1.7429053402654375,0.22874624137029173,1,1,2023,0,0,1,0,1,0
5,-0.8773198023863724,7,-0.06109679163676069,-0.4669746081239192,0.37642490242448634,-0.405817058083806,-0.8778043277478947,-0.8435268075398726,-0.6119545776668434,0,1,2023,1,0,0,1,0,0
6,-1.709089207077618,9,-1.3157277613254856,0.9757640059702761,-1.0255900045907782,0.17563391352249233,1.440159950073463,1.5679003781024867,-0.9922716148503031,1,1,2023,0,1,0,0,0,1
3,-0.5652297541066352,16,0.4692111440048655,0.5775080343713569,-0.2640983573913018,0.4855089822228551,-0.47284197345458673,-0.9007471136398608,-0.6119545776668434,0,1,2023,1,0,0,1,0,0
6,1.252235821169482,21,-0.7983541655775577,0.39466095307122534,0.5861614589674276,1.6971553182647225,0.4803477189622086,-0.5763748589301876,0.22874624137029173,0,1,2023,0,0,1,0,1,0
1,-0.4268368820187879,8,-0.022293771955665783,1.539333777100821,-0.8054101340291009,-1.297143098390467,-1.0745549055413413,-0.4270075663834652,0.22874624137029173,0,1,2023,0,0,1,0,1,0
2,0.6704208895348586,13,0.32046623522733597,0.0114335087024545,0.25806734354548205,-0.5172328131221388,-0.42126657927572175,-0.1457363214633933,-0.33172097132113165,0,1,2023,0,1,0,1,0,0
6,-0.2121867130662084,16,1.361680596670041,0.8405072608989456,1.4660106650459084,2.1637087924877405,0.8642978756270897,-0.4637920488763147,-0.6119545776668434,1,1,2023,1,0,0,1,0,0
6,1.4852442282561635,6,0.49507982379226195,-0.12883274544559192,0.9673424206512806,0.18259739821238796,1.406912944656608,1.5210837640206782,0.22874624137029173,1,1,2023,0,0,1,0,1,0
4,-1.679433591630222,19,0.6308903926760929,-1.005496833870884,-1.6513185695466905,0.7013770076096236,-0.18249160622542235,-0.8647057520054526,0.9693636295696716,1,1,2023,0,0,1,1,0,0
5,0.33149957013604886,19,-0.5332001977567445,-1.8696371496043869,-0.4616510475790513,0.2835679262158766,-0.151928409674984,-0.4058286219178851,-1.0323049871854038,0,1,2023,1,0,0,0,0,1
3,-1.1936463671585948,6,0.6308903926760929,0.46729883468360645,-0.15444356019457733,-0.7365825808538563,0.7216587820003567,1.6708226169966214,-0.33172097132113165,1,1,2023,0,1,0,1,0,0
3,-0.5313376221667542,9,1.4069507862979849,1.2362584779595056,-1.3510732915080403,0.20696959462702333,-0.1118142142025342,-0.3058788664575161,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
5,1.5784475910908362,20,-0.41679113871346096,-0.008604527604408893,-0.5904519204767916,1.1783757088674855,-0.12900601226215574,-0.9048342783612886,0.22874624137029173,0,1,2023,0,0,1,0,1,0
6,-1.2007072279794033,7,-0.09989981131785503,0.3320420896122759,0.27199176223712934,0.22089656400681462,-0.9351103212799664,-1.2905140038923777,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
2,0.7269077761013268,20,-0.22277604030798814,-0.42940329004854993,1.726223239346073,-0.033270627174381825,-0.9656735178304048,-1.1883348858566847,-0.33172097132113165,0,1,2023,0,1,0,1,0,0
6,-1.5466894081990217,10,1.633301734437703,-0.7625356436501605,-0.7070689270193398,0.8685006401671228,-0.18249160622542235,1.0179909428558471,-0.33172097132113165,1,1,2023,0,1,0,1,0,0
6,-0.18394326978297426,15,-0.028760941902515318,0.07154761762304557,-1.5956208947801003,1.1400765430730588,0.04673236790286496,-0.7060494487282127,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
2,0.6139340029683903,18,-0.5461345376504431,-0.6999167801912111,-1.4642091933776766,-0.4824153896726599,0.40366311178351927,0.9388485714318373,0.22874624137029173,1,1,2023,0,0,1,0,1,0
2,0.23547186297305278,6,-0.5914047272783863,-0.7274690801131487,-0.8332589714123961,-1.9064480087563487,-1.3859174703989317,-0.3567826452607524,-0.33172097132113165,1,1,2023,0,1,0,1,0,0
3,0.9966326594562129,14,-0.5008643480224991,0.1441854992354276,0.3720735215833467,-0.30484653008031737,1.4822613569675478,2.1661126691478176,2.110314741120058,1,1,2023,1,0,0,0,1,0
5,-1.5029120711100088,16,1.4586881458727776,-0.9328589522585029,0.21803463980699583,1.0634782114842056,0.37719693060447945,-0.32297064620166843,-1.0323049871854038,0,1,2023,1,0,0,0,0,1
1,0.393635145359164,10,-0.675477936587425,-0.5821933168883864,-0.6357062812246459,-1.80547748075286,-0.6014584405764283,0.9734036913493627,-0.6119545776668434,1,1,2023,1,0,0,1,0,0
4,-1.3729922320071317,18,0.9154458703374535,1.9325802396230236,0.37903573092917037,1.8573154661323248,0.6484452999896192,-0.5028058939444885,2.110314741120058,0,1,2023,1,0,0,0,1,0
4,0.7226712596088417,19,-1.0635081333983707,-0.3943367265115381,-1.0429955279553373,0.27660444152598096,-0.29519339350516366,-0.5693152107749941,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
3,-1.1936463671585948,6,0.6308903926760929,-1.336124432934137,0.7236650935474471,-1.2379534785263528,-0.7502442610221636,0.03447048670864741,-0.33172097132113165,0,1,2023,0,1,0,1,0,0
4,1.579859763254998,10,0.9801175698059442,-0.3342226175909461,1.2728093556992983,0.032882477379628614,1.2068612067958717,1.433767063153813,-1.512705455206626,1,1,2023,0,0,1,0,0,1
1,0.5023724019996154,12,-0.830690015311803,-1.3862195237012964,-0.8480536662722717,-1.8228861924775992,-1.7469452296509844,-1.111421877007999,0.9693636295696716,1,1,2023,0,0,1,1,0,0
2,-0.2150110573945318,21,-0.3133164195638753,0.9131451425113267,-1.511204106461987,0.5098811786374905,-0.40025438164729554,-0.8323799946632516,-0.33172097132113165,0,1,2023,0,1,0,1,0,0
6,0.1224980898401162,21,-0.8694930349928977,0.9406974424332644,-0.9664112251512761,1.8990963742716997,0.32180113685680944,-0.823090983932734,-0.9922716148503031,0,1,2023,0,1,0,0,0,1
2,-1.3052079681273696,12,0.42394095437692164,-1.929751258524978,-1.1152284499182594,-1.1683186316273952,-0.9771347165368192,-0.38985152346139496,-0.9922716148503031,0,1,2023,0,1,0,0,0,1
2,0.2990196103603296,7,0.30753189533363806,0.026462035932602043,0.9812668393429279,-1.251880447906145,-0.9083675242983328,-0.20332818799260222,0.9693636295696716,0,1,2023,0,0,1,1,0,0
5,-0.8744954580580491,8,-0.830690015311803,0.30699454422869576,1.6444172795326437,-0.3535909229095881,-0.6925149486608623,-0.6350814067470585,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
3,1.228228894378733,7,-1.0570409634515214,0.6301078796768746,0.34509496036827936,-1.2727709019758318,-0.18249160622542235,1.9101075334147535,-1.0323049871854038,1,1,2023,1,0,0,0,0,1
2,1.168917663483941,18,1.0512564392212846,1.2062014234992104,-1.6600213312289704,0.8058292779580608,0.1804463528110325,-0.37164506242958045,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
2,-1.163990751711199,9,1.2646730474673042,0.05651909039289802,-0.5573814260841284,-0.6112398564357323,1.1180601986152927,2.0669060345458905,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
6,-1.709089207077618,9,-1.3157277613254856,-0.40435574466496976,1.015207609903819,-0.2665473642858907,-0.18249160622542235,-0.4240350829496995,-0.9922716148503031,1,1,2023,0,1,0,0,0,1
2,-0.9451040662661344,14,0.22992585597144882,0.2794422443067582,0.26241872438662167,-0.35010918056464024,-0.18249160622542235,1.932029598738775,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
2,0.16909977125745254,7,-1.1669828525479564,-0.5471267533513746,-1.0282008330954622,-1.9726011133103585,-1.3935582695365414,-0.29733297658543995,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
4,1.1999854510954988,21,-1.800765507339168,1.1786491235772711,1.0874405318667404,0.7779753391984782,0.4134907265081245,-0.10300687210301256,-0.6119545776668434,0,1,2023,1,0,0,1,0,0
4,-1.5466894081990217,19,-0.5267330278098956,-0.9203351795667128,-0.9107135503846857,0.2940131532507207,-0.14237741075297256,-0.4017414571964574,-0.9922716148503031,0,1,2023,0,1,0,0,0,1
5,1.1957489346030137,15,0.8055039812410183,1.1661253508854819,-1.6147669704811156,1.5230682010173278,0.8203632805858352,-0.156140013481573,-0.9922716148503031,1,1,2023,0,1,0,0,0,1
3,-0.9832327146985005,15,-0.9276975645145397,0.9857830241237079,0.09184459541393951,-0.09594198938344382,1.873497027702933,2.4061407064243916,0.9693636295696716,1,1,2023,0,0,1,1,0,0
5,-1.6977918297643244,10,-1.1669828525479564,1.1510968236553336,-0.48427822795297903,0.015473765654888894,0.3750055918056566,0.4305539042579163,-0.6119545776668434,1,1,2023,1,0,0,1,0,0
4,1.4852442282561635,11,-1.011770773823578,-0.19145160890454135,-1.2100885522551084,-0.5938311447109926,-0.18249160622542235,-0.6213336708658926,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
2,-0.3322213470199535,13,-0.39092245892606453,0.4998606436822599,0.618361677191863,-0.666947733954898,-0.21782227733354925,0.26818199668846926,-0.9922716148503031,1,1,2023,0,1,0,0,0,1
4,1.1039577439325026,7,-1.7748968275517716,0.20680436269437702,1.4816756360740124,-1.279734386665728,-0.2037787964103138,0.9544541094591069,-0.33172097132113165,1,1,2023,0,1,0,1,0,0
3,-0.9620501322360748,13,1.212935687892512,2.102903548231366,-0.5921924728132473,0.9416172294110289,-0.10608361484932681,-0.7558385462437869,0.22874624137029173,0,1,2023,0,0,1,0,1,0
3,1.4852442282561635,13,1.2776073873610028,-0.42439378097183317,-1.581696476088453,0.10251732427858624,-0.5530703643994873,-0.7651275569743043,0.9693636295696716,0,1,2023,0,0,1,1,0,0
1,0.9076658131140254,6,-1.6972907881895822,-0.15388029082917204,0.07008769120824018,-2.59931473540098,-1.9551570061508454,-0.7432054916502829,-0.33172097132113165,1,1,2023,0,1,0,1,0,0
4,-1.4845538329759065,17,-1.419202480475071,-0.6623454621158418,0.24936458186320282,-0.18994903269703683,-0.5244173676334513,-0.5336454095698068,2.110314741120058,0,1,2023,1,0,0,0,1,0
4,-1.4845538329759065,17,-1.419202480475071,0.5850222979864311,-0.674868708794905,-0.015861915449642106,1.2035641252265243,1.24167032124671,2.110314741120058,1,1,2023,1,0,0,0,1,0
5,0.5772175267001859,8,0.12645113682186318,0.2568994534615364,-0.09787560925975859,0.022437250344784533,1.2090492084534716,1.447514799034979,0.22874624137029173,1,1,2023,0,0,1,0,1,0
3,-0.5892366808973842,8,-0.0869654714241571,-1.1883439151710165,0.7375895122390956,-1.2379534785263528,-1.4432234639310035,-1.0668346255015149,-0.33172097132113165,1,1,2023,0,1,0,1,0,0
4,1.5770354189266746,21,-0.7983541655775577,0.29196601699854824,0.47824721410715937,0.8754641248570184,0.9424089223505483,0.3948841030527288,0.9693636295696716,1,1,2023,0,0,1,1,0,0
3,1.4457034076596358,19,-0.24864472009538455,1.561876567946042,-1.198774962068145,0.9102815483064979,0.04673236790286496,-0.577117979788629,-0.6119545776668434,0,1,2023,1,0,0,1,0,0
3,1.5586771807925723,7,-0.1451700009457989,0.3320420896122759,1.6174387183175765,-0.9698593179653652,-1.3820970708301268,-1.1667843809618839,0.22874624137029173,1,1,2023,0,0,1,0,1,0
5,0.33149957013604886,19,-0.5332001977567445,-0.777564170880308,0.7471625500896033,0.7083404922995193,0.06583436574688852,-0.4351818958263206,-1.0323049871854038,0,1,2023,1,0,0,0,0,1
4,-1.723210928719235,19,-0.9988364339298798,0.30699454422869576,-1.3449813583304444,0.5516620867768643,-0.16721000795020352,-0.5956960012496642,0.9693636295696716,0,1,2023,0,0,1,1,0,0
2,0.16909977125745254,7,-1.1669828525479564,-0.915325670489997,-0.8741619513191107,-2.0526811872441604,-0.18249160622542235,0.7742473012870661,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
5,-1.6977918297643244,10,-1.1669828525479564,0.15921402646557514,-0.9228974167398775,-0.29091956070052544,-0.7479107424085315,-0.7510082606639178,-0.6119545776668434,0,1,2023,1,0,0,1,0,0
1,-1.0015909528326026,13,1.355213426723192,0.3696134076876452,-0.3137040989802963,-0.374481376979275,0.6353311299472242,1.1346609176311477,0.22874624137029173,1,1,2023,0,0,1,0,1,0
6,-0.18394326978297426,15,-0.028760941902515318,-0.48200313535406675,0.7506436547625145,0.920726775341342,0.21291974914587286,-0.4076864240639886,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
5,-0.27714663261764694,8,-1.1475813427074089,0.5649842616795677,-0.44511580038272003,-0.40929880042875444,1.6032253705755288,2.4596454082321726,-0.6119545776668434,1,1,2023,1,0,0,1,0,0
5,1.1675054913197795,9,-0.39092245892606453,-0.5120601898143627,-0.0273832396332932,-0.311810014770213,0.5157355491338064,0.9128393413863881,0.22874624137029173,1,1,2023,0,0,1,0,1,0
4,-1.1865855063377864,6,-0.3844552889792156,-1.396238541854729,0.8690012136415188,-1.279734386665728,-0.9484817197707832,-0.24085579134389315,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
4,1.5770354189266746,21,-0.7983541655775577,0.0965951630066257,-1.0377738709459698,0.8023475356131136,1.3657905647548805,0.9042934515143121,0.9693636295696716,1,1,2023,0,0,1,1,0,0
2,-0.24749101717025107,15,-1.1993187022822018,0.5249081890658391,-1.1422070111333262,-0.7470278078886998,-1.0420815092065006,-0.829407511229486,0.9693636295696716,0,1,2023,0,0,1,1,0,0
1,0.5687444937152156,14,0.5532843533139037,3.615775289399584,-0.2501739386996539,0.3532027731148342,2.3846497539281795,2.4826821548438565,0.22874624137029173,1,1,2023,0,0,1,0,1,0
6,-1.3828774371562635,19,1.0706579490618313,-0.8502020524926901,0.37816545476094193,1.6588561524702947,0.5605761099071089,-0.48051226819124626,-1.0323049871854038,0,1,2023,1,0,0,0,0,1
1,-1.6709605586452518,12,0.6179560527823945,0.662669688675529,-0.8819944368331628,-0.7226556114740644,-0.9465715199863809,-0.7116228551665233,0.22874624137029173,0,1,2023,0,0,1,0,1,0
4,0.7565633915487227,11,-0.22277604030798814,-0.4319080445869074,0.07966072905874784,-0.3535909229095881,1.2491365334962363,1.9205112254329333,0.22874624137029173,1,1,2023,0,0,1,0,1,0
2,0.16909977125745254,7,-1.1669828525479564,-1.676771050150822,0.696686532332381,-2.2198048198016593,-1.4413132641466013,-0.09408942180171569,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
6,-0.768582545745921,11,0.30106472538678913,-0.05869961837156915,1.4607890080365415,0.7361944310591031,0.9198525436333621,0.4751411557644006,-0.6119545776668434,1,1,2023,1,0,0,1,0,0
6,1.3849800046006824,12,-1.5097428597309583,-0.4569555899704875,-0.7497124592625106,-0.005416688414798646,-0.5205969680646466,-0.6555172303541972,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
3,0.23123534648056765,6,1.2646730474673042,-0.1488707817524562,-1.3423705298257604,-0.6530207645751068,-0.677233350385643,-0.38687904002762924,0.9693636295696716,0,1,2023,0,0,1,1,0,0
2,-0.3322213470199535,13,-0.39092245892606453,1.6019526405597706,1.710558268317969,-0.3570726652545359,-0.8204983342158227,-0.8007973581794918,-0.9922716148503031,0,1,2023,0,1,0,0,0,1
5,0.07307206409445645,11,1.180599838158266,-0.2716037541319967,1.3337286874752567,-0.015861915449642106,-0.20159360406944657,-0.6800402186827635,0.22874624137029173,0,1,2023,0,0,1,0,1,0
1,1.3355539788550226,15,-0.15163717089264786,-0.6272788985788299,-1.168315296180166,-1.0255671954845316,-1.0000571139496477,-0.549622508026297,-0.6119545776668434,0,1,2023,1,0,0,1,0,0
6,-0.4536681531378603,17,-1.807232677286017,-1.2484580240916083,1.582627671588457,0.17911565586743952,1.6471266508868734,1.8112724592420468,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
5,-0.7163321756719379,15,1.3228775769889467,-1.5289905323877013,-0.5312731410372895,0.6561143571253014,0.1766259532422278,-0.2802411968412876,-0.33172097132113165,0,1,2023,0,1,0,1,0,0
2,1.1110186047533113,13,0.9154458703374535,-0.5821933168883864,1.5382435870088311,-0.46500667794792017,-0.9599429184771977,-0.9133801682333648,2.110314741120058,0,1,2023,1,0,0,0,1,0
4,-1.723210928719235,19,-0.9988364339298798,0.5324224526809134,0.7071298463511159,0.631742160710666,-0.2722709960923354,-0.7602972713944353,0.9693636295696716,0,1,2023,0,0,1,1,0,0
6,-1.4986755546175237,8,0.6502919025166404,1.4216103137979965,-0.12050278963368634,1.049551242104413,-0.21114460299145868,-0.9230407393931029,2.110314741120058,0,1,2023,1,0,0,0,1,0
2,1.5007781220619423,10,1.633301734437703,0.757850361133131,0.5235015748550136,-0.123795928143027,1.6147625815474342,2.114837329915361,-1.512705455206626,1,1,2023,0,0,1,0,0,1
4,0.2792492000620657,17,1.0706579490618313,0.9281736697414734,-0.8863458176743024,1.3977254765992027,0.38865812931089355,-0.5046636960905919,0.22874624137029173,0,1,2023,0,0,1,0,1,0
6,-1.7133257235701032,7,-0.07403113153045861,0.1892710809258711,-1.3737004718819674,0.18259739821238796,0.07920576423770533,-0.06139210403029384,2.110314741120058,0,1,2023,1,0,0,0,1,0
2,0.509433262820424,13,0.456276804111167,-0.9954778157174523,-1.1509097728156061,-0.7679182619583873,-1.0821957046789508,-0.8713938397314253,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
4,-1.1865855063377864,6,-0.3844552889792156,0.8755738244359574,-0.7801721251504897,-0.649539022230159,-0.5970049594407425,-0.2776402738367427,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
2,0.509433262820424,13,0.456276804111167,-1.2083819514778809,-1.4929283069291994,-0.8305896241674493,-0.18249160622542235,-0.5288151239899376,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
6,-1.2007072279794033,7,-0.09989981131785503,-0.35175589935945206,-0.5364947980466569,-0.008898430759746466,-0.1614794085969961,-0.21001627571857484,-0.6920213223370446,0,1,2023,0,1,0,0,1,0
1,-1.351809649544706,21,1.4134179562448337,-0.5997265986568923,-0.16053549337217318,0.2940131532507207,-0.24552819911070176,-0.5224985966931857,-0.33172097132113165,0,1,2023,0,1,0,1,0,0
6,1.3849800046006824,12,-1.5097428597309583,0.8204692245920804,1.3041392977555053,0.42631936235874035,1.5022799745102133,1.3906660533642115,-0.6920213223370446,1,1,2023,0,1,0,0,1,0
3,-1.6907309689435157,16,-1.296326251484938,1.0734494329662374,0.26415927672307854,-0.09942373172839164,1.5193751430304085,1.9665847186563006,0.9693636295696716,1,1,2023,0,0,1,1,0,0
1,-1.3136810011123399,9,1.0706579490618313,0.5850222979864311,1.7018555066356897,-0.9350418945158864,-0.9293797219267593,-0.5191545528301994,2.110314741120058,0,1,2023,1,0,0,0,1,0
3,0.7848068348319569,16,1.36814776661689,0.44225128930002633,-0.8001884770197328,0.8127927626479564,0.1785361530266298,-0.3779615897263324,0.9693636295696716,0,1,2023,0,0,1,1,0,0
