zone_id,ambient_light_lux,motion_detected,temperature_celsius,occupancy_count,day_of_week,time_of_day,special_event_flag,energy_price_per_kwh,prev_hour_energy_usage_kwh,traffic_density,avg_pedestrian_speed,adjusted_light_intensity,energy_consumption_kwh,lighting_action_class,hour,month,is_weekend,season,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Foggy,weather_condition_Rainy
4,0.794635859986559,0,0.24047181421462208,-1.295053888244292,1,2,0,-1.598842977203761,-0.7811881638168641,-0.34466924907800706,0.3746575939429194,-2.8804821658548097,0.0,2,16,1,0,1,0,1,0,0
3,0.7673625397526198,1,0.25165296510480084,0.36578174865609164,1,3,0,-1.598842977203761,-0.32310850851337763,-0.7603687963703459,-0.7687005291671022,0.6890706510921307,1.927,1,17,1,0,1,1,0,0,0
5,-0.9523826289529799,1,0.4656921392882224,2.026617385556475,1,3,0,-1.598842977203761,-1.4048387788685983,0.27888007186050157,1.0251889398503455,1.2035523377029393,2.089,1,18,1,0,1,0,0,1,0
8,-0.9938401881956627,0,-0.5038733736172768,-0.46463606979410016,1,3,0,-1.0015704168547763,-1.4048387788685983,0.43949126058708704,-0.5617132827420122,0.7155117830695157,1.936,1,18,1,0,1,0,0,0,1
3,-0.9938401881956627,0,0.9289112475956276,-1.5026583428568399,1,3,0,-1.2451947506813354,1.6195907525327335,-1.7807222306333599,-0.3152998941407144,0.7813905356233386,1.731,1,19,1,0,1,0,0,0,1
5,-0.9499504892052529,0,0.8410593477442231,-0.2570316151815522,1,3,0,-1.598842977203761,1.0621685213802978,0.354461807731836,1.5672983947732,0.8813290514022676,1.999,1,20,1,0,1,0,0,1,0
9,-0.9938401881956627,0,0.3970079266771245,-0.46463606979410016,1,4,0,-0.6793575882454556,0.11841405081528383,-0.09902860749617026,0.7787755512490478,1.4092553813914073,1.993,1,21,1,0,1,1,0,0,0
1,-0.9938401881956627,0,1.4576199539740797,-0.46463606979410016,1,4,0,-0.9229819220720151,0.20119953068940807,-0.8170550982738467,0.11838766979756954,1.1049582862618434,2.373,1,21,1,0,1,1,0,0,0
8,-0.8705265336034819,0,1.182883103529687,0.5733862032686396,1,4,0,-0.8522522767675298,0.4385179063285635,-0.14626719241575423,0.3746575939429194,-0.6899016047453753,1.301,0,22,1,0,1,1,0,0,0
10,-0.8437507596722204,0,0.09831146718234945,0.5733862032686396,1,4,0,-0.34142706067958284,-0.4555652763119761,1.554321864689269,1.20260657964328,-1.1057892399150882,1.434,0,23,1,0,1,1,0,0,0
4,-0.9876055716766323,0,-1.2849566286597625,-0.672240524406648,2,4,0,-0.702934136680284,0.32813726649639824,0.21274605297308408,1.20260657964328,1.4249407986661267,2.228,1,0,1,0,1,1,0,0,0
5,-0.9929840750044627,0,-2.4302259412680707,0.36578174865609164,2,4,0,0.5780583282787225,1.2332585131201546,-0.9871140039843491,-2.3851723583916153,0.6626295191147459,1.841,1,0,1,0,1,0,0,0,1
7,-0.9938401881956627,0,-1.0868905271765965,-0.2570316151815522,2,4,0,-0.11352042580957551,-0.5493888201693167,0.1182688831339161,0.1479572764297255,-0.49585058531812803,1.452,0,1,1,0,1,1,0,0,0
2,-0.9938401881956627,0,0.41298099937738003,0.15817729404354372,2,4,0,-0.6243456418975225,-0.4610843083035844,1.0819360154934292,-0.8574093490635692,1.2304416244596015,2.104,1,2,1,0,1,1,0,0,0
6,-0.8401484132573015,0,-0.502276066347251,2.026617385556475,2,4,0,0.4208813387132007,-0.5328317241944918,-0.21240121130317174,-0.7687005291671022,-1.3428631181529953,0.882,0,3,1,0,1,0,0,1,0
7,-0.7781469170141047,1,0.48965174833860575,2.441826294781571,2,4,0,1.4818260182804759,0.8414072417159674,1.412606109930517,0.5520752337358539,-1.683460750404053,0.619,0,3,1,0,1,1,0,0,0
12,-0.7893569965599135,1,-0.7849994531417704,3.272244113231763,2,4,0,0.6802233714963125,-1.4048387788685983,1.4409492608822672,1.449019968244578,1.0112939373928025,2.278,1,4,1,0,1,0,0,0,1
3,-0.9938401881956627,0,-0.08058694706050995,-0.672240524406648,2,4,0,1.3560844266280578,1.4043485048600106,-1.7429313626976926,0.10853113425351785,1.1650110266850564,1.818,1,5,1,0,1,0,0,0,1
2,-0.9938401881956627,0,1.6269345245967857,0.5733862032686396,2,4,0,1.269637082367021,-1.3275723309860825,0.448938977571004,0.29580530959050405,1.1031656671447323,2.163,1,5,1,0,1,1,0,0,0
9,0.04633455952391429,0,-0.33296149572454464,-1.087449433631744,2,1,0,0.5623406293221705,-0.4776414042784092,-1.8374085325368605,-0.36458257186097376,-0.5657627308854505,1.218,0,6,1,0,1,1,0,0,0
4,1.8999530387092547,1,0.8809920294948614,-0.46463606979410016,2,1,0,-0.01135538259198611,-0.6045791400853994,-0.03289458860875275,-1.5572233726912548,0.8181392275241103,1.716,1,7,1,0,1,0,1,0,0
11,0.6968388258333876,0,0.24845835056474985,-1.087449433631744,2,1,0,1.6075676099328937,0.8634833696824005,0.9685634116864273,-0.17730839652398755,0.5219089184215456,1.36,1,8,1,0,1,0,0,1,0
6,1.3187466878861585,0,-0.4719272282167657,0.36578174865609164,2,1,0,0.5151875324525141,-0.1851327087231709,-0.45804185288500854,1.2223196507313834,-1.0730739410278156,1.413,0,8,1,0,1,1,0,0,0
1,0.7429243995674594,0,-0.6156848825190641,-0.46463606979410016,2,1,0,-0.027073081548538002,-0.433489148345543,-0.5430713057402596,0.47322294938343856,0.6308105297860289,1.65,1,9,1,0,1,1,0,0,0
12,1.002335035265874,0,0.6445905535310824,-1.087449433631744,2,1,0,0.46017558610458115,1.2001443211705045,0.7607136380402583,-0.5912828893741676,0.9516893517488674,2.073,1,10,1,0,1,0,0,0,1
3,0.7025369818137764,0,0.7484155260827419,-0.04942716056900424,2,1,0,-0.30213281328820174,0.8082930497663176,1.7054853364319378,-0.8574093490635692,-1.0542514402981518,1.016,0,11,1,0,1,0,0,0,1
11,1.0860701322947588,0,-1.3935735230214994,-0.672240524406648,2,1,0,0.5151875324525141,-1.4048387788685983,-2.054706023166947,1.0153324043062935,-0.8548225635195718,0.753,0,11,1,0,1,0,1,0,0
11,0.8689981853247751,0,-0.24510959587314013,-0.04942716056900424,2,2,0,0.24012780071284975,0.16256630674815004,1.0158019966060114,-0.05902996999536454,-1.3823007387294337,0.884,2,12,1,0,1,1,0,0,0
7,0.6240441882868496,0,1.767497564359033,0.36578174865609164,2,2,0,-1.5359721813775518,0.5599366101439456,0.1749551850374167,0.6604971247204248,-1.1869052549643533,0.681,0,13,1,0,1,1,0,0,0
3,1.0147264398320073,0,-0.6348525697593707,-0.879844979019196,2,2,0,-0.7736637819847689,1.873466224146714,-0.03289458860875275,-0.6208524960063236,-0.6423971981419385,1.25,0,13,1,0,1,1,0,0,0
5,1.7687759288641371,0,1.0838500527881043,-0.04942716056900424,2,2,0,0.35801054288699174,-0.019561748974922907,-0.7225779284346787,-2.0106240077176425,0.584202432741147,1.662,1,14,1,0,1,0,0,0,1
12,1.39192768820405,0,1.6141560664365815,0.36578174865609164,2,2,0,-0.6086279429409707,0.09081889085724258,1.0819360154934292,0.4140837361191271,-1.0977224538880894,1.229,0,15,1,0,1,0,0,0,1
12,0.36108957752746146,0,-1.3376677685706053,1.1961995671062835,2,2,0,-0.8443934272892539,-1.4048387788685983,0.8646385248633428,-1.3600926618102167,0.6550108878670248,2.131,1,16,1,0,1,0,0,1,0
5,1.3895789361048163,0,-1.2002993433484095,-0.2570316151815522,2,2,0,-0.6322044913757985,-0.8970878356406377,-0.44859413590109165,-0.3744391074050259,-0.8449631583754622,0.719,0,16,1,0,1,1,0,0,0
7,0.862791364688576,1,-0.08537886887058674,-0.672240524406648,2,3,0,-1.1744651053768507,-0.8308594517413384,-0.7036824944668452,0.10853113425351785,-0.8234517289701324,0.852,0,17,1,0,1,0,1,0,0
4,-0.9938401881956627,1,0.12866030531283482,-0.04942716056900424,2,3,0,-1.5516898803341042,-1.4048387788685983,0.2694323548765846,0.17752688306188105,1.182040908297609,2.1,1,18,1,0,1,0,0,0,1
11,-0.8883020006740119,0,-0.7626371513614129,-1.087449433631744,2,3,0,-1.543831030855828,2.1163036317774773,-0.6847870604990115,0.49293602047154245,-0.36723016366542605,1.299,0,19,1,0,1,0,1,0,0
1,-0.8792711183421664,0,-1.8935306985394913,-1.087449433631744,2,3,0,-1.598842977203761,-1.4048387788685983,-1.7901699476172765,-0.7982701357992578,-0.5075026095793483,0.89,0,19,1,0,1,1,0,0,0
7,-0.9938401881956627,1,-1.3951708302915244,2.649430749394119,2,3,0,-0.7893814809413209,-0.15753754876512965,2.3384823743543626,-1.0643965954886594,0.8221726205376099,2.204,1,20,1,0,1,1,0,0,0
5,-0.9501756358561854,0,0.07754647267201767,0.15817729404354372,2,4,0,-1.119453159028918,-0.5659459161441415,-1.3083363814375202,-1.0446835244005555,0.9346594701363147,2.099,1,21,1,0,1,0,0,0,1
8,-0.9938401881956627,0,0.2612368087249544,0.5733862032686396,2,4,0,0.6802233714963125,-0.4224510843623264,-0.6753393435150947,0.039535385445154635,0.5797208849483702,1.571,1,21,1,0,1,1,0,0,0
12,-0.9938401881956627,0,-0.5757522007684257,-0.672240524406648,2,4,0,-1.0330058147678804,-1.106811051321752,-0.7414733624025124,-0.995400846680296,-0.701553629006596,0.766,0,22,1,0,1,1,0,0,0
7,-0.9938401881956627,0,-0.22913652317288458,-0.672240524406648,2,4,0,-1.528113331899276,-1.2613439470867833,-1.9980197212634463,-1.2418142352815937,1.3424803192790284,2.058,1,23,1,0,1,1,0,0,0
8,-0.9938401881956627,0,1.2563592379508617,-0.46463606979410016,3,4,0,0.10652735958215588,0.05770469890759294,-0.39190783399759105,1.1040412242027604,0.6832446389615208,1.557,1,0,1,0,1,1,0,0,0
2,-0.9265658129793937,0,-0.6476310279195746,-0.46463606979410016,3,4,0,-0.35714475963613473,-1.1012920193301436,-0.15571490939967117,-2.0007674721735906,0.393288496768844,1.489,1,0,1,0,1,1,0,0,0
12,-0.9633314272001757,1,0.43694060842776283,0.7809906578811876,3,4,0,0.4523167366263052,0.3943656503956973,0.6945796191528404,-0.12802571880372818,0.9243519102129273,2.19,1,1,1,0,1,0,0,0,1
11,-0.9938401881956627,0,0.2197068197042903,-0.672240524406648,3,4,0,0.37372824184354364,1.9948849279620957,0.023791713294748152,-0.17730839652398755,0.7285082716685688,1.964,1,2,1,0,1,0,0,0,1
6,-0.8783705317384366,0,0.3922160048670483,0.36578174865609164,3,4,0,0.35801054288699174,-1.1399252432714015,-1.4972907211158561,-0.2561606808764029,0.5407314191512095,1.888,1,3,1,0,1,1,0,0,0
8,-0.9069975114662535,0,-0.7881940676818214,-1.087449433631744,3,4,0,0.0593742627124995,1.8127568722390228,-0.5430713057402596,-0.3941521784931298,-1.4100863350446515,0.872,2,3,1,0,1,1,0,0,0
10,-0.7930816448592896,1,-1.5085796464633376,2.441826294781571,3,4,0,1.3167901792366774,-0.1189043248238716,0.8835339588311764,0.19723995414998488,0.6075064812635883,1.998,1,4,1,0,1,1,0,0,0
3,-0.9938401881956627,0,-0.7163152405306725,-1.087449433631744,3,4,0,2.1576870734122218,0.8138120817579256,0.004896279326914629,0.729492873528788,1.3653362130221915,2.137,1,5,1,0,1,0,1,0,0
5,0.562101063397598,0,-0.8153482912722558,-1.087449433631744,3,1,0,0.7666707157573494,-0.4390081803371513,-0.24074436225492218,0.11838766979756954,-0.7539877381820875,0.888,0,6,1,0,1,1,0,0,0
9,1.2418188025626262,0,-0.008708119909361031,-1.087449433631744,3,1,0,0.6409291241049314,1.5533623686334341,-1.0438003058878498,-0.7489874580789984,-1.4436979434904795,0.579,0,6,1,0,1,1,0,0,0
2,0.7569363041026497,0,-1.3296812322204776,0.15817729404354372,3,1,0,0.7745295652356253,-0.25688012461407833,0.486729845506671,1.1237542952908648,-1.1470194796086373,0.954,0,7,1,0,1,1,0,0,0
3,1.4920540173384729,0,0.7388316824625889,-0.672240524406648,3,1,0,1.6625795562808268,0.17912340272297497,1.6582467515123538,-0.5222871405658045,-1.1232672763069187,0.592,0,8,1,0,1,0,1,0,0
2,0.43486540973793986,1,-0.5166518317774808,0.7809906578811876,3,1,0,0.8452592105401109,-0.7701500998336475,0.2977755058283351,0.8871974422336187,1.0440092362800752,2.25,1,8,1,0,1,1,0,0,0
2,1.8999530387092547,1,0.3682563958166649,2.026617385556475,3,1,0,-0.01135538259198611,0.5875317701019868,0.9685634116864273,-1.8824890456449679,0.9826120315190291,2.363,1,9,1,0,1,0,1,0,0
4,1.004697685306523,0,-0.8616702021029962,-0.2570316151815522,3,1,0,0.5387640808873421,0.366770490437656,0.45838669455492054,1.2223196507313834,-1.397089846445598,0.832,0,10,1,0,1,1,0,0,0
6,0.9685936130971226,1,1.2547619306808364,1.8190129309439274,3,1,0,-0.8601111262458061,-0.1409804527903047,0.7796090720080918,1.9418467454471733,0.592717373547424,1.856,1,11,1,0,1,0,0,1,0
10,1.0332301590327138,0,-1.1348097452773627,-0.672240524406648,3,1,0,0.8216826621052824,-0.2734372205889033,0.4961775624905879,-0.9362616334159846,0.20058194167942986,1.493,1,11,1,0,1,0,0,0,1
1,0.1138201834497,0,1.0375281419573639,-0.879844979019196,3,2,0,-0.6950752872020074,-0.47212237228680093,-0.1368194754318373,-0.14773878989183203,-1.1640493612211902,1.096,0,12,1,0,1,1,0,0,0
9,1.631936797686311,0,-0.18281461234214422,-0.879844979019196,3,2,0,0.12224505853870847,-0.15201851677352124,0.307223222812252,0.847771300057411,-1.1591196586491352,0.931,0,13,1,0,1,1,0,0,0
12,1.064008540091663,0,-0.09496271249073973,-0.2570316151815522,3,2,0,-0.5143217492016572,1.106320777313164,0.41114810963533654,0.29580530959050405,-1.0681442384557607,1.02,0,14,1,0,1,1,0,0,0
2,0.39571490877024396,1,-0.6140875752490383,2.857035204006667,3,2,0,0.2322689512345738,2.1494178237271275,1.7621716383354387,-0.5222871405658045,1.1605294788922789,2.518,1,14,1,0,1,1,0,0,0
7,0.08644401844928544,0,0.4241621502675588,1.1961995671062835,3,2,0,-0.19210892059233636,0.12945211479850038,-0.24074436225492218,-1.8134932968366044,1.1305031086806732,2.105,1,15,1,0,1,0,0,0,1
4,0.6870963689010645,0,-0.13809000878142907,-1.295053888244292,3,2,0,-1.4338071381599624,0.8855594976488336,-0.5052804378045925,-0.5321436761098561,-1.5086803864857472,0.548,2,16,1,0,1,0,1,0,0
4,1.219629349298507,0,-0.39685378652556574,-0.672240524406648,3,2,0,-1.598842977203761,0.9241927215900911,-0.8831891171612644,0.039535385445154635,-0.9825466756137184,0.765,0,16,1,0,1,1,0,0,0
12,0.1954928259725125,1,0.19095528884383073,0.36578174865609164,3,3,0,-1.3787951918120298,-0.924682995598679,-0.10847632448008719,-0.6109959604622716,-0.9189086969562839,1.572,0,17,1,0,1,1,0,0,0
6,-0.9217237701902048,0,0.40818907756730327,0.36578174865609164,3,3,0,-1.0880177611158135,1.9176184800795795,0.7985045059759254,1.1828935085551757,0.901496016469764,1.747,1,18,1,0,1,1,0,0,0
10,-0.9488247559505908,1,-0.5374168262878126,-0.04942716056900424,3,3,1,-1.598842977203761,0.9573069135397411,-0.25963979622275574,-0.6799917092706347,0.917629588523762,2.2,1,19,1,0,1,1,0,0,0
8,-0.9938401881956627,0,0.5934767208902653,-1.087449433631744,3,3,0,-1.2530536001596118,0.33365629848800643,-1.8090653815851103,0.29580530959050405,0.6496330305156927,1.876,1,19,1,0,1,1,0,0,0
10,-0.9664640231952482,1,0.6366040171809546,1.4038040217188315,3,3,0,-0.4828863512885527,-0.31758947652176933,0.7985045059759254,0.7492059446168918,0.8203800014204994,1.946,1,20,1,0,1,1,0,0,0
3,-0.9938401881956627,0,0.6445905535310824,-1.5026583428568399,3,4,0,-1.064441212680985,-1.2613439470867833,-1.960228853327779,0.729492873528788,0.7343342837991794,1.825,1,21,1,0,1,0,0,1,0
4,-0.9888258109329204,0,0.059976092701736886,-1.087449433631744,3,4,0,-0.6950752872020074,-0.8750117076742046,0.19385061900525055,-0.05902996999536454,1.1197473939780078,1.616,1,22,1,0,1,0,0,0,1
12,-0.9938401881956627,0,0.48166521198847795,0.7809906578811876,3,4,0,-0.5536159965930376,0.5157843542110794,0.675684185185007,-0.8574093490635692,1.3944662736752422,2.6,1,22,1,0,1,0,1,0,0
4,-0.8857336611004123,0,1.634921060946914,-0.46463606979410016,3,4,0,-1.528113331899276,0.2784659785719237,0.5717592983619224,0.7393494090728402,-1.798636528678424,0.45,2,23,1,0,1,1,0,0,0
4,-0.9416478590035839,0,1.4208818867634918,-0.46463606979410016,4,4,0,-1.339500944420649,-0.7977452597916888,0.40170039265142,-0.6208524960063236,0.84368404994294,2.145,1,0,1,0,1,1,0,0,0
9,-0.9326836867905332,0,1.6620752845373472,-0.879844979019196,4,4,0,0.5701994788004465,-1.4048387788685983,0.6945796191528404,0.6407840536323209,0.902840480807597,1.987,1,1,1,0,1,0,0,1,0
7,-0.9938401881956627,0,0.8937704876550655,1.4038040217188315,4,4,0,-0.3099916627664784,1.0235352974390404,0.8173999399437588,-2.0106240077176425,0.9463114943975347,1.78,1,1,1,0,1,0,0,0,1
10,-0.9330061190313746,1,0.7755697496731762,1.8190129309439274,4,4,0,0.8845534579314913,0.8855594976488336,1.507083279769685,-0.3251564296847661,1.0466981649557416,2.22,1,2,1,0,1,1,0,0,0
8,-0.9443190433436589,1,0.9624547002661634,-0.04942716056900424,4,4,0,0.5309052314090661,-0.9357210595818954,-0.3257738151101732,1.0843281531146571,1.2994574604683686,2.18,1,3,1,0,1,1,0,0,0
7,-0.9920084395170888,0,-0.674785251510009,0.7809906578811876,4,4,0,0.782388414713902,0.6151269300600283,1.044145147557762,1.0547585464825011,0.9216629815372609,1.603,1,3,1,0,1,0,1,0,0
4,-0.9938401881956627,0,0.7548047551628444,-0.879844979019196,4,4,0,1.222483985497364,-0.21272786868121213,-0.7603687963703459,-0.7292743869908945,1.1264697156671737,1.996,1,4,1,0,1,0,1,0,0
10,-0.9455337234233808,0,-1.0070251636753198,-0.2570316151815522,4,4,0,0.9317065548011477,-0.28447528457211985,-0.7131302114507619,-2.8878556711382624,0.14769967772466006,1.73,1,5,1,0,1,0,0,0,1
7,0.6143656618850379,0,-0.30740457940413607,0.15817729404354372,4,1,0,1.1831897381059835,0.37228952242926444,0.13716431710174964,-2.09933282761411,0.7858720834161155,2.142,1,6,1,0,1,0,0,0,1
7,0.8549668236716028,0,-0.06461387436025495,1.1961995671062835,4,1,0,1.9926512343684235,1.2111823851537213,-0.2879829471745062,-1.8430629034687602,1.0458018553971864,2.452,1,6,1,0,1,0,0,0,1
12,0.7858829364830251,1,0.4768732901784012,-0.2570316151815522,4,1,0,1.0731658454101183,-0.4058939883875016,-1.0249048719200162,-0.01960382781915687,0.7993167267944472,1.8,1,7,1,0,1,1,0,0,0
7,0.2499532992036141,1,-1.238634717829022,3.064639658619215,4,1,0,-0.01135538259198611,0.01355244297472674,1.497635562785768,2.168547062960367,0.5882358257546465,2.021,1,8,1,0,1,0,1,0,0
2,1.2229398389436987,0,-0.9734817110047834,0.5733862032686396,4,1,0,1.5997087604546179,1.305005929011062,0.07103029821433213,0.20709648969403702,1.2573309112162643,2.438,1,9,1,0,1,1,0,0,0
11,1.3313632391032246,1,-1.125225901657209,-0.46463606979410016,4,1,0,1.2382016844539165,2.055594279869786,-1.7996176646011934,0.49293602047154245,0.30769093392680136,1.55,1,9,1,0,1,0,0,1,0
4,1.2141896950284479,1,-0.8616702021029962,0.9885951124937356,4,1,0,-0.08208502789647103,-1.3772436189105572,-0.5525190227241765,1.862994461094758,0.8042464293665019,1.828,1,10,1,0,1,0,1,0,0
5,0.20656114651588234,0,-0.4224107028459743,-0.04942716056900424,4,1,0,0.00436231636456648,-1.4048387788685983,1.592112732624936,0.3549445228548156,-0.9498313767264459,1.286,0,11,1,0,1,1,0,0,0
4,0.584671320256504,0,-0.5613764353381959,-1.087449433631744,4,1,0,1.1831897381059835,0.3391753304796148,-0.9682185700165153,1.7939987122863943,0.9611006021136996,1.769,1,11,1,0,1,0,0,0,1
2,0.1716106034439754,0,1.5103310938849221,0.9885951124937356,4,2,0,-0.35714475963613473,0.8414072417159674,0.9874588456542612,0.8083451578812033,-1.802221766912646,0.559,0,12,1,0,1,1,0,0,0
1,1.476121417299649,0,0.4640948320181972,-0.879844979019196,4,2,0,0.6645056725397599,0.2067185626810162,-0.22184892828708866,2.4149604515616643,-0.903671434460842,0.815,0,13,1,0,1,1,0,0,0
6,0.7312751450729181,0,1.1988561762299426,1.6114084763313794,4,2,0,0.05151541323422286,0.8138120817579256,0.9118771097829268,2.099551314152003,-1.0901038226403683,0.822,0,14,1,0,1,1,0,0,0
9,0.8402572424773502,0,1.8202087042698754,-1.087449433631744,4,2,0,-0.8208168788544253,-0.9798733155147616,0.43949126058708704,1.6264376080375118,0.9225592910958168,1.774,1,14,1,0,1,1,0,0,0
7,1.1962891464851777,0,-0.6939529387503149,-1.087449433631744,4,2,0,-0.2156854690271649,-1.4048387788685983,-0.5903098906598435,-0.9756877755921922,-0.9686538774561094,1.285,0,15,1,0,1,0,1,0,0
12,1.1471543644045272,0,0.18137144522367774,-1.295053888244292,4,2,0,-1.598842977203761,-1.250305883103567,-1.771274513649443,-2.2176112541427324,-0.8960528032131209,0.924,0,16,1,0,1,0,0,0,1
9,0.49541318130906675,0,1.289902690621398,-1.087449433631744,4,3,0,-1.598842977203761,0.47715113026982153,-0.39190783399759105,0.8773409066895665,-0.5164657051649026,1.013,0,17,1,0,1,1,0,0,0
10,1.2576235415404264,0,0.7627912915129716,0.5733862032686396,4,3,0,-0.8994053736371865,0.13497114679010877,0.13716431710174964,-1.6755017992198777,0.38611802030040016,1.267,1,17,1,0,1,0,0,0,1
2,-0.9938401881956627,0,-2.137918710853398,0.15817729404354372,4,3,0,-1.5831252782472085,-0.6100981720770077,-0.3068783811423397,-0.6405655670944275,1.0879284046492907,2.202,1,18,1,0,1,0,1,0,0
1,-0.9574248020985532,1,-1.2929431650098901,0.7809906578811876,4,3,0,-1.598842977203761,1.0952827133299479,0.04268714726258168,-0.24630414533235076,1.2837720431936486,1.956,1,19,1,0,1,1,0,0,0
4,-0.976192582186156,1,0.3474914013063331,-0.672240524406648,4,3,0,-1.598842977203761,-0.7701500998336475,-0.533623588756343,0.4436533427512826,1.2232711479911582,1.952,1,19,1,0,1,0,1,0,0
